name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
Baadshaho,"01 Sep, 2017",['Hindi'],2 hrs 15 mins, Action Thriller,Milan Luthria,"['Ajay Devgn', 'Vidyut Jammwal', 'Emraan Hashmi']",3,3.3,,"https://static.toiimg.com/thumb/msid-61274125,width-219,height-317,imgsize-69043/61274125.jpg"
Shubh Mangal Saavdhan,"01 Sep, 2017",['Hindi'],1 hr 59 mins, Comedy Romance,RS Prasanna,"['Ayushmann Khurrana', 'Bhumi Pednekar', 'Brijendra Kala']",3.5,3.4,"'Shubh Mangal Saavdhan' has a talented and affable cast to keep you entertained long enough to make it worth the watch, and to ignore an anti-climax.","https://static.toiimg.com/thumb/msid-61303262,width-219,height-317,imgsize-160207/61303262.jpg"
Muskurahatein,"25 Aug, 2017",['Hindi'],2 hrs 18 mins, Comedy Drama Romance,"Dr. J.S. Randhawa, Actor","['Sanjay Mishra', 'Sham Mashalkar', 'Rakesh Bedi']",1.5,1.7,,"https://static.toiimg.com/thumb/msid-61307225,width-219,height-317,imgsize-46871/61307225.jpg"
A Gentleman,"25 Aug, 2017",['Hindi'],2 hrs 13 mins, Action Comedy Romance,Raj Nidimoru,"['Sidharth Malhotra', 'Jacqueline Fernandez', 'Suniel Shetty']",3.5,3.2,This lazily titled film is an improvement on the leave-your-brains-at-home genre that we have been (just as) lazily lapping up.,"https://static.toiimg.com/thumb/msid-61290739,width-219,height-317,imgsize-171148/61290739.jpg"
Qaidi Band,"25 Aug, 2017",['Hindi'],1 hr 59 mins, Drama Music,Habib Faisal,"['Aadar Jain', 'Anya Singh', 'Ram Kapoor']",2.5,2.6,"Overall, this Qaidi Band means and plays well but lacks the spunk and spirit required to arouse sentiments - rebellious or patriotic.","https://static.toiimg.com/thumb/msid-61335694,width-219,height-317,imgsize-150597/61335694.jpg"
Babumoshai Bandookbaaz,"25 Aug, 2017",['Hindi'],2 hrs 3 mins, Action Thriller,Kushan Nandy,"['Nawazuddin Siddiqui', 'Bidita Bag', 'Shraddha Das']",3,3.1,,"https://static.toiimg.com/thumb/msid-61286944,width-219,height-317,imgsize-37463/61286944.jpg"
Sniff!!!,"25 Aug, 2017",['Hindi'],1 hr 29 mins, Action Thriller Adventure,Amole Gupte,"['Sushmita Mukherjee', 'Khushmeet Gill', 'Surekha Sikri']",2.5,2.6,,"https://static.toiimg.com/thumb/msid-61298603,width-219,height-317,imgsize-128104/61298603.jpg"
Bareilly Ki Barfi,"18 Aug, 2017",['Hindi'],2 hrs 2 mins, Comedy Romance,Ashwini Iyer Tiwari,"['Ayushmann Khurrana', 'Rajkummar Rao', 'Kriti Sanon']",4,4.1,,"https://static.toiimg.com/thumb/msid-61298509,width-219,height-317,imgsize-214025/61298509.jpg"
VIP 2: Lalkar,"18 Aug, 2017",['Hindi'],2 hrs 13 mins, Drama Romance,Soundarya Rajnikanth,"['Dhanush', 'Kajol', 'Monal Gajjar']",2.5,2.6,,"https://static.toiimg.com/thumb/msid-61344472,width-219,height-317,imgsize-155085/61344472.jpg"
Partition: 1947,"18 Aug, 2017",['Hindi'],1 hr 46 mins, Drama History,Gurinder Chadha,"['Gillian Anderson', 'Michael Gambon', 'Hugh Bonneville']",3.5,3.4,"'Partition: 1947’ runs the gamut of emotions at the end of the British colonial rule in India, making this a timely and riveting watch.","https://static.toiimg.com/thumb/msid-61275056,width-219,height-317,imgsize-164137/61275056.jpg"
Shreelancer,"18 Aug, 2017",['Hindi'],1 hr 38 mins,Drama,Sandeep Mohan,,2.5,2.6,,"https://static.toiimg.com/thumb/msid-61342814,width-219,height-317,imgsize-43092/61342814.jpg"
Toilet: Ek Prem Katha,"11 Aug, 2017",['Hindi'],2 hrs 35 mins, Comedy Romance,Shree Narayan Singh,"['Akshay Kumar', 'Bhumi Pednekar', 'sana khan']",4,4.5,,"https://static.toiimg.com/thumb/msid-60956123,width-219,height-317,imgsize-195394/60956123.jpg"
Jab Harry Met Sejal,"04 Aug, 2017",['Hindi'],2 hrs 30 mins, Comedy Drama Romance,Imtiaz Ali,"['Shah Rukh Khan', 'Anushka Sharma', 'Evelyn Sharma']",3,2.8,,"https://static.toiimg.com/thumb/msid-61297764,width-219,height-317,imgsize-179534/61297764.jpg"
Gurgaon,"04 Aug, 2017",['Hindi'],2 hrs 2 mins,Thriller,Shanker Raman,"['Akshay Oberoi', 'Pankaj Tripathi', 'Ragini Khanna']",3,2.9,,"https://static.toiimg.com/thumb/msid-61321387,width-219,height-317,imgsize-127464/61321387.jpg"
Indu Sarkar,"28 Jul, 2017",['Hindi'],2 hrs 12 mins, Drama History,Madhur Bhandarkar,"['Kirti Kulhari', 'Neil Nitin Mukesh', 'Anupam Kher']",3,3.2,,"https://static.toiimg.com/thumb/msid-61302161,width-219,height-317,imgsize-130874/61302161.jpg"
Mubarakan,"28 Jul, 2017",['Hindi'],2 hrs 36 mins, Comedy Drama Thriller,Anees Bazmee,"['Arjun Kapoor', 'Anil Kapoor', 'Ratna Pathak']",3.5,3.3,,"https://static.toiimg.com/thumb/msid-61292749,width-219,height-317,imgsize-174918/61292749.jpg"
Baaraat Company,"28 Jul, 2017",['Hindi'],2 hrs 4 mins, Comedy Romance,Syed Ahmad Afzal,"['Sandeepa Dhar', 'Anurita Jha', 'Vishal Karwal']",2.5,2.6,,"https://static.toiimg.com/thumb/msid-61307823,width-219,height-317,imgsize-204969/61307823.jpg"
Raag Desh,"28 Jul, 2017",['Hindi'],2 hrs 15 mins,Drama,Tigmanshu Dhulia,"['Kunal Kapoor', 'Mohit Marwah', 'Amit Sadh']",3,3.2,,"https://static.toiimg.com/thumb/msid-61292829,width-219,height-317,imgsize-126358/61292829.jpg"
Munna Michael,"21 Jul, 2017",['Hindi'],2 hrs 20 mins, Action Romance Musical,Sabbir Khan,"['Tiger Shroff', 'Disha Patani', 'Nawazuddin Siddiqui']",2.5,2.5,,"https://static.toiimg.com/thumb/msid-61293184,width-219,height-317,imgsize-148739/61293184.jpg"
Lipstick Under My Burkha,"21 Jul, 2017",['Hindi'],1 hr 57 mins, Drama Comedy,Alankrita Shrivastava,"['Konkona Sen Sharma', 'Ratna Pathak', 'Plabita Borthakur']",4,3.8,"Alankrita Shrivastava skillfully tells stories of women who have to lie, cheat and hide to lead their authentic lives.","https://static.toiimg.com/thumb/msid-61299616,width-219,height-317,imgsize-167898/61299616.jpg"
Love Icon,"14 Jul, 2017",['Hindi'],1 hr 31 mins, Drama Romance,"Aikkyaaksh, Actor",,1,1.4,,"https://static.toiimg.com/thumb/msid-61325694,width-219,height-317,imgsize-66872/61325694.jpg"
Jagga Jasoos,"14 Jul, 2017",['Hindi'],2 hrs 42 mins, Comedy Adventure Mystery,Anurag Basu,"['Ranbir Kapoor', 'Katrina Kaif', 'Sayani Gupta']",2.5,2.5,,"https://static.toiimg.com/thumb/msid-61259808,width-219,height-317,imgsize-169248/61259808.jpg"
Shab,"14 Jul, 2017",['Hindi'],1 hr 49 mins, Drama Romance,Onir,"['Raveena Tandon', 'Arpita Chatterjee', 'Ashish Bisht']",2,2.3,,"https://static.toiimg.com/thumb/msid-61289572,width-219,height-317,imgsize-50082/61289572.jpg"
Guest Iin London,"07 Jul, 2017",['Hindi'],2 hrs 12 mins, Comedy Drama,Ashwni Dhir,"['Kartik Aaryan', 'Paresh Rawal', 'Kriti Kharbanda']",1.5,2.1,"Aryan and his wife are saddled with the responsibility of uninvited guests, who have a dozen desi quirks and no sense of boundaries","https://static.toiimg.com/thumb/msid-61302454,width-219,height-317,imgsize-145069/61302454.jpg"
Mom,"07 Jul, 2017",[],Thriller,,SrideviActor,"['Akshaye Khanna', 'Nawazuddin Siddiqui', 'Adnan Siddiqui']",4,4.1,,"https://static.toiimg.com/thumb/msid-59458260,width-219,height-317,imgsize-153818/59458260.jpg"
Ek Haseena Thi Ek Deewana Tha,"30 Jun, 2017",['Hindi'],1 hr 45 mins, Drama Romance Musical,Suneel Darshan,"['Upen Patel', 'Shiv Darshan', 'Natasha Fernandez']",1.5,1.8,"Ek Haseena Thi Ek Deewana Tha belongs to the nineties, which was a simpler time when audience may have bought such an absurdist premise","https://static.toiimg.com/thumb/msid-61307112,width-219,height-317,imgsize-132208/61307112.jpg"
Tubelight,"23 Jun, 2017",['Hindi'],2 hrs 16 mins, Drama War,Kabir Khan,"['Salman Khan', 'sohail khan', 'zhu zhu']",3,2.8,"Salman laughs and cries unselfconsciously, unraveling the lesser-seen side of his macho image. He cannot move mountains with his performance but he manages to keep the faith alive. Sohail is sincere. Zhu Zhu shows spunk and young Matin entertains. And, Om Puri reminds you of the mettle unsung heroes are made of.","https://static.toiimg.com/thumb/msid-61292371,width-219,height-317,imgsize-21225/61292371.jpg"
G Kutta Se,"16 Jun, 2017",['Hindi'],1 hr 43 mins,Drama,Rahul Dahiya,"['Rajveer Singh', 'Neha Chauhan', 'Nitin Pandit']",3,2.9,"Set in Haryana, the film looks at the consequence of falling in love and the price some people are ready to pay, to preserve their ‘honour’.","https://static.toiimg.com/thumb/msid-61223685,width-219,height-317,imgsize-154679/61223685.jpg"
Bank Chor,"16 Jun, 2017",['Hindi'],2 hrs 15 mins, Comedy Thriller,Bumpy,"['Vivek Oberoi', 'Riteish Deshmukh', 'Rhea Chakraborty']",2.5,2.7,It is too reminiscent of bank-heist movies of the past; there are even clear shoutouts to the Dhoom franchise. A better plan of action and a few dry runs with the script would have ensured a product to bank on.,"https://static.toiimg.com/thumb/msid-61285054,width-219,height-317,imgsize-178783/61285054.jpg"
Phullu,"06 Oct, 2017",['Hindi'],1 hr 36 mins,Drama,Abhishek Saxena,"['Sharib Hashmi', 'Jyotii Sethi', 'Nutan Surya']",2,2.1,,"https://static.toiimg.com/thumb/msid-61367392,width-219,height-317,imgsize-130090/61367392.jpg"
The Wishing Tree,"09 Jun, 2017",['Hindi'],1 hr 40 mins, Drama Fantasy,Manika Sharma,"['Shabana Azmi', 'Vrajesh Hirjee', 'Rajit Kapoor']",2.5,2.7,"There’s a lot for the little ones to enjoy and learn, but we just wish that the film had a stronger plot that were realized in a better way.","https://static.toiimg.com/thumb/msid-61303425,width-219,height-317,imgsize-194612/61303425.jpg"
Raabta,"09 Jun, 2017",['Hindi'],2 hrs 28 mins, Action Adventure Drama,Dinesh Vijan,"['Sushant Singh Rajput', 'Kriti Sanon', 'Jim Sarbh']",2.5,2.1,,"https://static.toiimg.com/thumb/msid-61287446,width-219,height-317,imgsize-53415/61287446.jpg"
Love U Family,"09 Jun, 2017",['Hindi'],2 hrs 17 mins, Drama Family,Sachindra Sharma,"['Salman Yusuf Khan', 'Aksha Pardasany', 'Shakti Kapoor']",1.5,1.9,,"https://static.toiimg.com/thumb/msid-61307369,width-219,height-317,imgsize-68581/61307369.jpg"
Behen Hogi Teri,"09 Jun, 2017",['Hindi'],2 hrs 8 mins, Comedy Romance,Ajay K. Pannalal,"['Shruti Haasan', 'Rajkummar Rao', 'Gautam Gulati']",2.5,2.6,,"https://static.toiimg.com/thumb/msid-61299858,width-219,height-317,imgsize-136491/61299858.jpg"
Bachche Kachche Sachche,"09 Jun, 2017",['Hindi'],2 hrs 10 mins,Drama,Ravi Sadasiv,,1.5,2.1,,"https://static.toiimg.com/thumb/msid-61307309,width-219,height-317,imgsize-123453/61307309.jpg"
Sweetiee Weds NRI,"02 Jun, 2017",['Hindi'],1 hr 56 mins, Drama Romance Musical,Hasnain Hyderabadwala,"['Himansh Kohli', 'Zoya Afroz', 'Kiran Juneja']",2.5,2.6,,"https://static.toiimg.com/thumb/msid-61307046,width-219,height-317,imgsize-195506/61307046.jpg"
Dobaara: See your Evil,"02 Jun, 2017",['Hindi'],1 hr 46 mins, Horror Drama Thriller,Prawaal Raman,"['huma qureshi', 'Saqib Saleem', 'Adil Hussain']",2.5,2.6,"Adapted from the Hollywood horror film Oculus (2014), Dobaara allows for some moments of fear, apprehension, dread and scare.","https://static.toiimg.com/thumb/msid-61303130,width-219,height-317,imgsize-110517/61303130.jpg"
Hanuman Da' Damdaar,"02 Jun, 2017",['Hindi'],1 hr 44 mins, Animation Family,Ruchi Narain,"['Salman Khan', 'Vinay Pathak', 'Raveena Tandon']",2.5,2.9,"A bit more damdaar script would give the grown-ups a chance to enjoy the film too. But for now, it’s only the kids who may end up having a good time.","https://static.toiimg.com/thumb/msid-61295090,width-219,height-317,imgsize-190609/61295090.jpg"
Dear Maya,"02 Jun, 2017",['Hindi'],2 hrs 11 mins, Drama Romance,Sunaina Bhatnagar,"['Manisha Koirala', 'Shreya Chaudhary', 'Madiha Imam']",3,3.2,,"https://static.toiimg.com/thumb/msid-61290624,width-219,height-317,imgsize-52711/61290624.jpg"
Mirror Game,"02 Jun, 2017",['Hindi'],1 hr 48 mins, Thriller Crime Mystery,Parvin DabasActor,,2.5,2.7,,"https://static.toiimg.com/thumb/msid-61305456,width-219,height-317,imgsize-153771/61305456.jpg"
Sachin A Billion Dreams,"26 May, 2017","['Hindi', 'English', 'Tamil', 'Telugu', 'Marathi']",2 hrs 19 mins, Drama Biography Sport,James Erskine,,3,3.2,,"https://static.toiimg.com/thumb/msid-61289983,width-219,height-317,imgsize-195136/61289983.jpg"
Sargoshiyan,"26 May, 2017",['Hindi'],1 hr 52 mins,Drama,"Imran Khan, Actor","['Farida Jalal', 'Alok Nath', 'Aditi Bhatia']",2.5,2.6,"The saving grace in Sargoshiyan is its intent to explain Kashmiriyat; a term most people are unfamiliar with, given the cacophony around the region.","https://static.toiimg.com/thumb/msid-61302877,width-219,height-317,imgsize-151208/61302877.jpg"
Thodi Thodi Si Manmaaniyan,"26 May, 2017",['Hindi'],1 hr 50 mins,Drama,Aditya Sarpotdar,"['Mukesh Tiwari', 'Shilpa Tulaskar', 'Shrenu Parikh']",2,2.1,"Thodi Thodi Si Manmaaniyan is a super-generic flick about ‘rock’ musicians devoid of any real emotion, grit or struggle.","https://static.toiimg.com/thumb/msid-61306984,width-219,height-317,imgsize-142685/61306984.jpg"
Life Ki Aisi Ki Taisi,"05 May, 2017",['Hindi'],1 hr 55 mins,Comedy,Ejaz Ahmed,"['Mushtaq Khan', 'Sunil Pal', 'Riyana Sukla']",2,2.2,,"https://static.toiimg.com/thumb/msid-61303594,width-219,height-317,imgsize-93115/61303594.jpg"
Jattu Engineer,"19 May, 2017","['Hindi', 'Telugu']",2 hrs 19 mins, Comedy Drama,Gurmeet Ram Rahim Singh Ji InsanActor,"['Sukhotam Insan', 'Gurmeet Ram Rahim Singh Ji InsanDirector, ', 'Sukhotam Insan']",1,1.2,,"https://static.toiimg.com/thumb/msid-61304724,width-219,height-317,imgsize-157706/61304724.jpg"
Half Girlfriend,"19 May, 2017",['Hindi'],2 hrs 15 mins, Drama Romance,Mohit Suri,"['Arjun Kapoor', 'Shraddha Kapoor', 'Vikrant Massey']",3,3,"Half girlfriend or boyfriend is that person many of us have encountered on campus. However, do we really want to relive those memories? It depends entirely on the mood.","https://static.toiimg.com/thumb/msid-61283780,width-219,height-317,imgsize-185734/61283780.jpg"
Hindi Medium,"19 May, 2017",['Hindi'],2 hrs 13 mins, Comedy Drama,Saket Chaudhary,"['Irrfan Khan', 'Saba Qamar', 'Deepak Dobriyal']",4,4.2,,"https://static.toiimg.com/thumb/msid-61291271,width-219,height-317,imgsize-93693/61291271.jpg"
Meri Pyaari Bindu,"12 May, 2017",['Hindi'],1 hr 59 mins, Comedy Drama Romance,Akshay Roy,"['Parineeti Chopra', 'Ayushmann Khurrana', 'Aparajita Adhya']",3,3,,"https://static.toiimg.com/thumb/msid-61287741,width-219,height-317,imgsize-194642/61287741.jpg"
Sarkar 3,"12 May, 2017",['Hindi'],2 hrs 15 mins, Action Drama Thriller Crime,Ram Gopal Varma,"['Amitabh Bachchan', 'Amit Sadh', 'Yami Gautam']",3,3.1,"Subhash Nagre or Sarkar (Amitabh Bachchan), the patriarch of the most powerful family of Maharashtra, continues to hold centre-stage because of his immense clout with the masses.","https://static.toiimg.com/thumb/msid-61290457,width-219,height-317,imgsize-130234/61290457.jpg"
Mantostaan,"05 May, 2017",['Hindi'],1 hr 27 mins,Drama,Rahat Kazmi,"['Raina Bassnet', 'Raghuvir Yadav', 'Sonal Sehgal']",2.5,2.6,,"https://static.toiimg.com/thumb/msid-61307148,width-219,height-317,imgsize-22797/61307148.jpg"
Baahubali 2: The Conclusion,"28 Apr, 2017","['Hindi', 'Tamil', 'Telugu', 'Malayalam']",2 hrs 47 mins, Action Drama,S.S. Rajamouli,"['Prabhas', 'Anushka Shetty', 'Rana Daggubati']",4,4.7,,"https://static.toiimg.com/thumb/msid-61294540,width-219,height-317,imgsize-132009/61294540.jpg"
Noor,"21 Apr, 2017",['Hindi'],1 hr 56 mins, Comedy Romance Adventure,Sunhil Sippy,"['Sonakshi Sinha', 'Purab Kohli', 'Shibani Dandekar']",3.5,3.1,"Noor wants to get into issue-based journalism but hasn’t found a solution to her own issues yet. Between a flawed love life, a flailing career and daily struggles with weight, she finds her meaty story.","https://static.toiimg.com/thumb/msid-61291879,width-219,height-317,imgsize-145301/61291879.jpg"
Maatr,"21 Apr, 2017",['Hindi'],1 hr 53 mins, Drama Thriller,Ashtar Sayed,"['Raveena Tandon', 'Madhur Mittal', 'Divya Jagdale']",3,3.1,,"https://static.toiimg.com/thumb/msid-61303369,width-219,height-317,imgsize-81398/61303369.jpg"
Begum Jaan,"14 Apr, 2017",['Hindi'],2 hrs 14 mins, Drama History,Srijit Mukherji,"['Vidya Balan', 'Amitabh Bachchan', 'Naseeruddin Shah']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61291959,width-219,height-317,imgsize-134116/61291959.jpg"
Mirza Juuliet,"07 Apr, 2017",['Hindi'],2 hrs 5 mins, Comedy Drama Romance,Rajesh Ram Singh,"['Piaa Bajpai', 'Darshan Kumaar', 'Priyanshu Chatterjee']",2,2.1,,"https://static.toiimg.com/thumb/msid-61304553,width-219,height-317,imgsize-127345/61304553.jpg"
Blue Mountains,"07 Apr, 2017",['Hindi'],2 hrs 14 mins, Drama Family,Suman Ganguli,"['Ranvir Shorey', 'Gracy Singh', 'Rajpal Yadav']",1.5,1.9,"So, full marks to ‘Blue Mountains’ for trying to portray a young boy dealing with depression. But have they been successful in making any meaningful impact?","https://static.toiimg.com/thumb/msid-61304805,width-219,height-317,imgsize-195056/61304805.jpg"
Laali Ki Shaadi Mein Laddoo Deewana,"07 Apr, 2017",['Hindi'],2 hrs 10 mins, Comedy Romance,Manish Harishankar,"['Akshara Haasan', 'Vivaan Shah', 'Gurmeet Choudhary']",1.5,1.7,Laali Ki Shaadi Mein Laaddoo Deewana has to be some kind of a scientific experiment to study the frequency of fidgeting in a theatre seat.,"https://static.toiimg.com/thumb/msid-61304439,width-219,height-317,imgsize-52093/61304439.jpg"
Mukti Bhawan,"07 Apr, 2017",['Hindi'],1 hr 42 mins, Comedy Drama,Shubhashish Bhutiani,"['Adil Hussain', 'Lalit Behl', 'Palomi Ghosh']",3.5,3.3,"Rajiv accompanies his father to Mukti Bhawan, a temporary housing facility for the elderly who suspect that they will soon pass on.","https://static.toiimg.com/thumb/msid-61303948,width-219,height-317,imgsize-35897/61303948.jpg"
Naam Shabana,"31 Mar, 2017",['Hindi'],2 hrs 28 mins, Action Thriller,Shivam Nair,"['Taapsee Pannu', 'Akshay Kumar', 'Manoj Bajpayee']",3,3.3,Shabana Khan (Taapsee) is the special agent who is entrusted the task of assassinating a deadly arms dealer(Prithviraj) by the Indian Intelligence Agencies.,"https://static.toiimg.com/thumb/msid-61298442,width-219,height-317,imgsize-90865/61298442.jpg"
Poorna,"31 Mar, 2017","['Hindi', 'Telugu']",1 hr 45 mins, Drama Biography,"Rahul Bose, Actor","['Aditi Inamdar', 'Dhritiman Chatterjee', 'Harsha Vardhan']",4,4,"'Poorna' is not only motivational for young Indian women, but for anyone looking to scale great heights against all odds.","https://static.toiimg.com/thumb/msid-61292514,width-219,height-317,imgsize-84794/61292514.jpg"
Phillauri,"24 Mar, 2017",['Hindi'],2 hrs 14 mins, Comedy Fantasy Drama,Anshai Lal,"['Anushka Sharma', 'Diljit Dosanjh', 'Suraj Sharma']",3,2.9,,"https://static.toiimg.com/thumb/msid-61288178,width-219,height-317,imgsize-171882/61288178.jpg"
Anaarkali of Aarah,"24 Mar, 2017",['Hindi'],1 hr 52 mins,Drama,Avinash Das,"['Swara Bhaskar', 'Pankaj Tripathi', 'Sanjay Mishra']",3.5,3.3,,"https://static.toiimg.com/thumb/msid-61304016,width-219,height-317,imgsize-124974/61304016.jpg"
Mantra,"17 Mar, 2017","['Hindi', 'English']",1 hr 32 mins, Drama Family,Nicholas Khargonkor,"['Kalki Koechlin', 'Rajat Kapoor', 'Adil Hussain']",3.5,3.1,"It's refreshing to see, that in a film only 90 minutes long, just how the director manages to narrate multiple stories in an effective and engaging manner.","https://static.toiimg.com/thumb/msid-61274265,width-219,height-317,imgsize-52097/61274265.jpg"
Machine,"17 Mar, 2017",['Hindi'],2 hrs 28 mins, Action Romance Thriller,Abbas Burmawalla,"['Mustafa Burmawalla', 'Kiara Advani', 'Ronit Roy']",1,1.3,,"https://static.toiimg.com/thumb/msid-61303705,width-219,height-317,imgsize-181261/61303705.jpg"
